Tiempo (s),Voltaje (V)
2.092038500000002484e-07,2.353874559999999741e-02
2.093038500000000442e-07,2.929971119999999832e-02
2.094038500000002635e-07,2.839483359999999887e-02
2.095038500000000592e-07,2.659038559999999871e-02
2.096038500000002785e-07,2.907680879999999593e-02
2.097038500000000742e-07,2.692739279999999819e-02
2.098038500000002935e-07,2.528083399999999856e-02
2.099038500000000893e-07,2.830991839999999829e-02
2.100038500000003085e-07,2.761600199999999714e-02
2.101038500000001043e-07,2.572398519999999703e-02
2.102038500000003236e-07,2.978531999999999708e-02
2.103038500000001193e-07,2.784951879999999699e-02
2.104038500000003386e-07,2.452986519999999712e-02
2.105038500000001343e-07,2.647760759999999783e-02
2.106038500000003536e-07,2.441841399999999940e-02
2.107038500000001494e-07,2.513223239999999928e-02
2.108038500000003686e-07,2.547852719999999654e-02
2.109038500000001644e-07,2.184442199999999876e-02
2.110038500000003837e-07,1.761723719999999660e-02
2.111038500000001794e-07,1.337811119999999902e-02
2.112038500000003987e-07,5.940070399999999688e-03
2.113038500000001944e-07,5.492938799999999566e-03
2.114038500000004137e-07,4.990081599999999715e-03
2.115038500000002095e-07,2.122866800000000002e-03
2.116038500000004287e-07,2.047239199999999811e-03
2.117038500000002245e-07,8.982303999999999983e-04
2.118038500000004438e-07,2.121539999999999884e-03
2.119038500000002395e-07,2.791573999999999792e-03
2.120038500000000353e-07,3.624804400000000270e-03
2.121038500000002545e-07,7.183281999999999168e-03
2.122038500000000503e-07,2.059180400000000001e-03
2.123038500000002696e-07,8.624068000000000792e-04
2.124038500000000653e-07,3.776059599999999784e-03
2.125038500000002846e-07,3.582346799999999980e-03
2.126038500000000803e-07,-7.098512000000000181e-04
2.127038500000002996e-07,3.887510800000000110e-03
2.128038500000000954e-07,4.968852799999999570e-03
2.129038500000003146e-07,1.482022399999999860e-03
2.130038500000001104e-07,-1.747408799999999830e-03
2.131038500000003297e-07,6.580795999999999868e-04
2.132038500000001254e-07,1.785859600000000089e-03
2.133038500000003447e-07,-5.426744000000000706e-04
2.134038500000001405e-07,-1.918565999999999805e-03
2.135038500000003597e-07,4.528355199999999602e-03
2.136038500000001555e-07,5.415984399999999692e-03
2.137038500000003747e-07,-1.179538400000000077e-03
2.138038500000001705e-07,4.268302399999999129e-03
2.139038500000003898e-07,1.578878799999999978e-03
2.140038500000001855e-07,-7.788447999999999465e-04
2.141038500000004048e-07,5.474363599999999656e-03
2.142038500000002006e-07,1.256478280000000031e-02
2.143038500000004198e-07,2.164805559999999698e-02
2.144038500000002156e-07,2.258610319999999894e-02
2.145038500000004349e-07,2.640596039999999756e-02
2.146038500000002306e-07,2.406548519999999677e-02
2.147038500000004499e-07,2.841738919999999696e-02
2.148038500000002456e-07,2.733339359999999857e-02
2.149038500000000414e-07,2.096077319999999772e-02
2.150038500000002607e-07,1.435198239999999938e-02
2.151038500000000564e-07,1.165459800000000039e-02
2.152038500000002757e-07,3.936602399999999252e-03
2.153038500000000714e-07,2.550096400000000096e-03
2.154038500000002907e-07,4.249727199999999219e-03
2.155038500000000865e-07,2.599188000000000106e-03
2.156038500000003057e-07,2.402821600000000068e-03
2.157038500000001015e-07,3.051626799999999830e-03
2.158038500000003208e-07,2.384246399999999724e-03
2.159038500000001165e-07,-1.560329999999999964e-03
2.160038500000003358e-07,3.952523999999999794e-03
2.161038500000001315e-07,-4.060140000000000060e-04
2.162038500000003508e-07,4.111759999999995340e-05
2.163038500000001466e-07,5.179813999999999599e-03
2.164038500000003658e-07,1.777779999999999096e-04
2.165038500000001616e-07,1.612048799999999879e-03
2.166038500000003809e-07,-7.244460000000000092e-04
2.167038500000001766e-07,-3.006541999999999635e-03
2.168038500000003959e-07,3.833112000000000064e-03
2.169038500000001916e-07,2.990594000000000065e-03
2.170038500000004109e-07,3.347503200000000005e-03
2.171038500000002067e-07,2.877816000000000055e-03
2.172038500000004259e-07,3.075509199999999776e-03
2.173038500000002217e-07,3.050299999999999713e-03
2.174038500000004410e-07,1.931554119999999777e-02
2.175038500000002367e-07,1.932615559999999871e-02
2.176038500000000325e-07,1.983033959999999651e-02
2.177038500000002517e-07,2.541749439999999721e-02
2.178038500000000475e-07,2.742361599999999788e-02
2.179038500000002668e-07,2.709589639999999619e-02
2.180038500000000625e-07,2.458824439999999709e-02
2.181038500000002818e-07,2.263386799999999796e-02
2.182038500000000776e-07,1.386239319999999983e-02
2.183038500000002968e-07,9.653783600000000187e-03
2.184038500000000926e-07,3.793308000000000010e-03
2.185038500000003119e-07,3.050299999999999713e-03
2.186038500000001076e-07,2.738501999999999863e-03
2.187038500000003269e-07,4.887917999999999777e-03
2.188038500000001226e-07,3.319640399999999707e-03
2.189038500000003419e-07,-8.027272000000000010e-04
2.190038500000001377e-07,2.900371599999999883e-03
2.191038500000003569e-07,-1.529813599999999864e-03
2.192038500000001527e-07,4.974159999999999172e-03
2.193038500000003720e-07,2.609802399999999745e-03
2.194038500000001677e-07,-1.698436000000000216e-04
2.195038500000003870e-07,2.711966000000000116e-03
2.196038500000001827e-07,3.912719999999999740e-03
2.197038500000004020e-07,5.121315999999998588e-04
2.198038500000001978e-07,1.911519439999999695e-02
2.199038500000004170e-07,1.671633999999999967e-02
2.200038500000002128e-07,2.078961599999999688e-02
2.201038500000004321e-07,2.854078159999999878e-02
2.202038500000002278e-07,2.582084159999999823e-02
2.203038500000004471e-07,2.341800679999999843e-02
2.204038500000002428e-07,2.873449439999999772e-02
2.205038500000000386e-07,2.573327279999999828e-02
2.206038500000002579e-07,2.560059279999999868e-02
2.207038500000000536e-07,2.588585479999999661e-02
2.208038500000002729e-07,2.767172759999999773e-02
2.209038500000000686e-07,2.719540639999999676e-02
2.210038500000002879e-07,2.476338199999999698e-02
2.211038500000000837e-07,2.669918319999999706e-02
2.212038500000003029e-07,2.972959439999999648e-02
2.213038500000000987e-07,2.490269599999999847e-02
2.214038500000003180e-07,1.544791919999999839e-02
2.215038500000001137e-07,1.366204639999999901e-02
2.216038500000003330e-07,5.142663599999999779e-03
2.217038500000001287e-07,3.372712400000000069e-03
2.218038500000003480e-07,5.957318799999999047e-03
2.219038500000001438e-07,1.256466400000000056e-03
2.220038500000003630e-07,2.059180400000000001e-03
2.221038500000001588e-07,5.020597999999999381e-03
2.222038500000003781e-07,3.392614399999999662e-03
2.223038500000001738e-07,3.923334399999999812e-03
2.224038500000003931e-07,2.163997599999999740e-03
2.225038500000001888e-07,1.113171999999999946e-03
2.226038500000004081e-07,3.721660799999999738e-03
2.227038500000002039e-07,3.502738799999999871e-03
2.228038500000004231e-07,7.058444000000000957e-04
2.229038500000002189e-07,2.258200399999999840e-03
2.230038500000004382e-07,1.619092719999999652e-02
2.231038500000002339e-07,1.535238960000000034e-02
2.232038500000000297e-07,1.801262359999999951e-02
2.233038500000002490e-07,2.763192359999999681e-02
2.234038500000000447e-07,2.650812399999999749e-02
2.235038500000002640e-07,2.397658959999999714e-02
2.236038500000000597e-07,3.022714439999999586e-02
2.237038500000002790e-07,2.451925079999999618e-02
2.238038500000000748e-07,1.776583879999999935e-02
2.239038500000002940e-07,1.502997719999999912e-02
2.240038500000000898e-07,7.127556399999999438e-03
2.241038500000003091e-07,1.763303999999999826e-03
2.242038500000001048e-07,4.631845599999999223e-03
2.243038500000003241e-07,1.362610399999999913e-03
2.244038500000001198e-07,1.366590800000000048e-03
2.245038500000003391e-07,4.290857999999999825e-03
2.246038500000001349e-07,3.693797999999999439e-03
2.247038500000003541e-07,3.144502799999999813e-03
2.248038500000001499e-07,2.573859999999999104e-04
2.249038500000003692e-07,4.917107599999999759e-03
2.250038500000001649e-07,1.858833600000000044e-03
2.251038500000003842e-07,1.799127599999999962e-03
2.252038500000001799e-07,4.837499599999999650e-03
2.253038500000003992e-07,-2.064513999999999933e-03
2.254038500000001950e-07,1.127648000000000083e-04
2.255038500000004142e-07,4.792388399999999125e-03
2.256038500000002100e-07,1.878735600000000072e-03
2.257038500000004293e-07,9.844724000000000443e-04
2.258038500000002250e-07,-6.979099999999999367e-04
2.259038500000004443e-07,-1.378558399999999916e-03
2.260038500000002400e-07,1.493963600000000050e-03
2.261038500000000358e-07,2.704005199999999845e-03
2.262038500000002551e-07,9.968235199999999838e-03
2.263038500000000508e-07,1.446874079999999931e-02
2.264038500000002701e-07,2.192004959999999808e-02
2.265038500000000658e-07,2.488544759999999911e-02
2.266038500000002851e-07,2.773010679999999770e-02
2.267038500000000809e-07,2.987952279999999891e-02
2.268038500000003001e-07,2.411192319999999611e-02
2.269038500000000959e-07,2.821040839999999772e-02
2.270038500000003152e-07,2.780573439999999702e-02
2.271038500000001109e-07,2.514815399999999895e-02
2.272038500000003302e-07,2.861110199999999590e-02
2.273038500000001260e-07,2.311284279999999830e-02
2.274038500000003452e-07,2.828072879999999831e-02
2.275038500000001410e-07,2.965263999999999747e-02
2.276038500000003602e-07,3.119040119999999874e-02
2.277038500000001560e-07,2.612865919999999773e-02
2.278038500000003753e-07,2.862304319999999652e-02
2.279038500000001710e-07,2.844525199999999726e-02
2.280038500000003903e-07,2.660365359999999901e-02
2.281038500000001861e-07,2.234064519999999845e-02
2.282038500000004053e-07,2.573990679999999670e-02
2.283038500000002011e-07,2.597475039999999624e-02
2.284038500000004204e-07,2.551567759999999810e-02
2.285038500000002161e-07,2.564437719999999865e-02
2.286038500000004354e-07,3.216957959999999783e-02
2.287038500000002311e-07,2.562580199999999614e-02
2.288038500000004504e-07,2.854608879999999752e-02
2.289038500000002462e-07,2.883533119999999797e-02
2.290038500000000419e-07,2.982114359999999895e-02
2.291038500000002612e-07,2.519061159999999924e-02
2.292038500000000569e-07,2.882206319999999766e-02
2.293038500000002762e-07,2.785482599999999920e-02
2.294038500000000720e-07,1.971225439999999690e-02
2.295038500000002912e-07,2.227695879999999629e-02
2.296038500000000870e-07,1.271205759999999990e-02
2.297038500000003063e-07,5.289938399999999374e-03
2.298038500000001020e-07,7.909041599999999672e-03
2.299038500000003213e-07,-9.023560000000002083e-05
2.300038500000001170e-07,2.430684399999999933e-03
2.301038500000003363e-07,3.647360000000000099e-03
2.302038500000001321e-07,1.315520880000000011e-02
2.303038500000003513e-07,1.556335079999999864e-02
2.304038500000001471e-07,2.459222479999999614e-02
2.305038500000003664e-07,2.877827879999999769e-02
2.306038500000001621e-07,2.551435079999999841e-02
2.307038500000003814e-07,3.011569319999999814e-02
2.308038500000001771e-07,2.287003839999999719e-02
2.309038500000003964e-07,2.709191599999999714e-02
2.310038500000001922e-07,2.110141399999999889e-02
2.311038500000004114e-07,1.595741039999999666e-02
2.312038500000002072e-07,8.285852800000000073e-03
2.313038500000004265e-07,5.762279199999999560e-03
2.314038500000002222e-07,2.095004000000000137e-03
2.315038500000004415e-07,2.466508000000000068e-03
2.316038500000002372e-07,5.354951599999999493e-03
2.317038500000000330e-07,1.283002400000000020e-03
2.318038500000002523e-07,6.575607599999999144e-03
2.319038500000000480e-07,2.294023999999999976e-03
2.320038500000002673e-07,9.327272000000000167e-04
2.321038500000000631e-07,3.091430799999999885e-03
2.322038500000002823e-07,4.877303599999999704e-03
2.323038500000000781e-07,4.351771999999999303e-04
2.324038500000002974e-07,6.968340399999999220e-03
2.325038500000000931e-07,1.113171999999999946e-03
2.326038500000003124e-07,4.994061999999999633e-03
2.327038500000001081e-07,1.365673920000000027e-02
2.328038500000003274e-07,2.508579439999999647e-02
2.329038500000001232e-07,2.470234919999999765e-02
2.330038500000003424e-07,2.430298239999999915e-02
2.331038500000001382e-07,2.884992599999999796e-02
2.332038500000003575e-07,3.069152439999999621e-02
2.333038500000001532e-07,2.636084919999999790e-02
2.334038500000003725e-07,1.980247679999999622e-02
2.335038500000001682e-07,1.635810399999999831e-02
2.336038500000003875e-07,9.420266800000000329e-03
2.337038500000001833e-07,4.627865199999999304e-03
2.338038500000004025e-07,3.113986399999999714e-03
2.339038500000001983e-07,3.546523199999999845e-03
2.340038500000004176e-07,2.960077599999999965e-03
2.341038500000002133e-07,3.988347599999999063e-03
2.342038500000004326e-07,9.291567199999999777e-03
2.343038500000002283e-07,1.271869160000000006e-02
2.344038500000004476e-07,2.594290719999999689e-02
2.345038500000002434e-07,2.694994839999999628e-02
2.346038500000000391e-07,2.441045319999999783e-02
2.347038500000002584e-07,2.621490119999999799e-02
2.348038500000000541e-07,2.687299399999999727e-02
2.349038500000002734e-07,2.220133119999999696e-02
2.350038500000000692e-07,2.602251519999999874e-02
2.351038500000002884e-07,1.611131919999999815e-02
2.352038500000000842e-07,1.047772639999999984e-02
2.353038500000003035e-07,1.042067399999999956e-02
2.354038500000000992e-07,8.106616000000000516e-04
2.355038500000003185e-07,1.569591200000000023e-03
2.356038500000001142e-07,1.438237999999999886e-03
2.357038500000003335e-07,1.947729200000000108e-03
2.358038500000001293e-07,6.947111599999999075e-03
2.359038500000003485e-07,9.936392000000000488e-03
2.360038500000001443e-07,2.346311799999999809e-02
2.361038500000003636e-07,2.313672519999999608e-02
2.362038500000001593e-07,2.959824119999999656e-02
2.363038500000003786e-07,2.610212319999999711e-02
2.364038500000001744e-07,2.489208159999999753e-02
2.365038500000003936e-07,2.514417359999999643e-02
2.366038500000001894e-07,2.228491959999999786e-02
2.367038500000004086e-07,1.583932519999999705e-02
2.368038500000002044e-07,1.370450399999999930e-02
2.369038500000004237e-07,6.177567599999999465e-03
2.370038500000002194e-07,4.223191199999999472e-03
2.371038500000004387e-07,-1.417035599999999854e-03
2.372038500000002345e-07,1.503251200000000004e-03
2.373038500000000302e-07,9.314003999999998992e-04
2.374038500000002495e-07,8.082852399999999882e-03
2.375038500000000452e-07,1.509233679999999987e-02
2.376038500000002645e-07,2.382931479999999755e-02
2.377038500000000603e-07,2.398853079999999777e-02
2.378038500000002795e-07,2.524633719999999637e-02
2.379038500000000753e-07,2.703751719999999623e-02
2.380038500000002946e-07,2.671643159999999642e-02
2.381038500000000903e-07,2.716621679999999678e-02
2.382038500000003096e-07,2.422337439999999731e-02
2.383038500000001053e-07,1.555406320000000085e-02
2.384038500000003246e-07,1.132953199999999980e-02
2.385038500000001204e-07,6.960379599999999382e-03
2.386038500000003396e-07,4.331988799999999563e-03
2.387038500000001354e-07,3.794515999999999840e-04
2.388038500000003547e-07,4.199308799999999092e-03
2.389038500000001504e-07,6.872691999999999690e-04
2.390038500000003697e-07,3.273202399999999932e-03
2.391038500000001654e-07,1.479368800000000058e-03
2.392038500000003847e-07,3.603575600000000125e-03
2.393038500000001805e-07,4.642479999999998960e-05
2.394038500000003997e-07,1.682369200000000033e-03
2.395038500000001955e-07,1.548362399999999878e-03
2.396038500000004148e-07,5.909553999999999155e-03
2.397038500000002105e-07,-3.537261999999999785e-03
2.398038500000004298e-07,1.180838799999999866e-03
2.399038500000002255e-07,2.087043199999999866e-03
2.400038500000004448e-07,-2.949489599999999788e-03
2.401038500000002406e-07,3.018456799999999930e-03
2.402038500000000363e-07,1.617355999999999915e-03
2.403038500000002556e-07,1.681042399999999916e-03
2.404038500000000513e-07,2.714619599999999917e-03
2.405038500000002706e-07,2.065814399999999721e-03
2.406038500000000664e-07,-6.541255999999999633e-04
2.407038500000002856e-07,1.213489960000000041e-02
2.408038500000000814e-07,2.518132399999999799e-02
2.409038500000003007e-07,1.981441799999999684e-02
2.410038500000000964e-07,2.405885119999999835e-02
2.411038500000003157e-07,2.986360119999999577e-02
2.412038500000001115e-07,2.991932679999999636e-02
2.413038500000003307e-07,2.158569599999999797e-02
2.414038500000001265e-07,2.780042719999999828e-02
2.415038500000003458e-07,2.388769399999999751e-02
2.416038500000001415e-07,2.380543239999999630e-02
2.417038500000003608e-07,3.077113239999999805e-02
2.418038500000001565e-07,2.923602479999999615e-02
2.419038500000003758e-07,2.617775079999999643e-02
2.420038500000001716e-07,2.905823359999999689e-02
2.421038500000003908e-07,2.682788279999999762e-02
2.422038500000001866e-07,3.046464159999999824e-02
2.423038500000004059e-07,1.678135319999999805e-02
2.424038500000002016e-07,1.090097559999999959e-02
2.425038500000004209e-07,6.571627199999999225e-03
2.426038500000002166e-07,4.353217599999999708e-03
2.427038500000004359e-07,3.037031999999999839e-03
2.428038500000002317e-07,3.482836799999999844e-03
2.429038500000004509e-07,2.266161200000000112e-03
2.430038500000002467e-07,3.324947599999999743e-03
2.431038500000000424e-07,4.553564399999999665e-03
2.432038500000002617e-07,6.438947199999999621e-03
2.433038500000000575e-07,8.703675999999999167e-04
2.434038500000002767e-07,2.950790000000000010e-03
2.435038500000000725e-07,2.317906399999999922e-03
2.436038500000002918e-07,7.828106799999999879e-03
2.437038500000000875e-07,1.256466400000000056e-03
2.438038500000003068e-07,-5.585959999999999624e-04
2.439038500000001025e-07,2.665527999999999908e-03
2.440038500000003218e-07,4.966199199999999335e-03
2.441038500000001176e-07,3.875569599999999486e-03
2.442038500000003368e-07,1.687676400000000070e-03
2.443038500000001326e-07,6.912495999999998877e-04
2.444038500000003519e-07,4.028151599999999118e-03
2.445038500000001476e-07,1.301577599999999930e-03
2.446038500000003669e-07,-7.470015999999999462e-04
2.447038500000001626e-07,-1.380004000000000213e-04
2.448038500000003819e-07,5.784834799999999388e-03
2.449038500000001777e-07,-2.022056400000000077e-03
2.450038500000003969e-07,3.310352799999999752e-03
2.451038500000001927e-07,3.042339199999999876e-03
2.452038500000004120e-07,-2.945628000000000048e-04
2.453038500000002077e-07,-2.965411199999999897e-03
2.454038500000004270e-07,3.622150800000000035e-03
2.455038500000002227e-07,-2.871208399999999796e-03
2.456038500000004420e-07,7.724616399999999390e-03
2.457038500000002378e-07,-1.359983200000000007e-03
2.458038500000000335e-07,-4.670467999999999885e-04
2.459038500000002528e-07,1.706251599999999979e-03
2.460038500000000486e-07,4.418111999999999756e-04
2.461038500000002678e-07,-3.423276000000000053e-04
2.462038500000000636e-07,3.677876399999999765e-03
2.463038500000002829e-07,1.420989599999999877e-03
2.464038500000000786e-07,1.363937200000000030e-03
2.465038500000002979e-07,1.290963200000000075e-03
2.466038500000000936e-07,2.325867199999999760e-03
2.467038500000003129e-07,-2.600659999999999864e-04
2.468038500000001087e-07,2.413435999999999707e-03
2.469038500000003279e-07,2.432011200000000050e-03
2.470038500000001237e-07,2.443952399999999806e-03
2.471038500000003430e-07,-2.998581199999999797e-03
2.472038500000001387e-07,1.211355199999999965e-03
2.473038500000003580e-07,3.652667199999999701e-03
2.474038500000001537e-07,2.566017999999999771e-03
2.475038500000003730e-07,-4.763343999999999977e-04
2.476038500000001688e-07,-1.566963999999999900e-03
2.477038500000003880e-07,4.377119999999997150e-05
2.478038500000001838e-07,3.837092399999999983e-03
2.479038500000004031e-07,1.021369320000000032e-02
2.480038500000001988e-07,1.227288680000000048e-02
2.481038500000004181e-07,2.240963879999999936e-02
2.482038500000002138e-07,2.505527799999999680e-02
2.483038500000004331e-07,2.321235279999999887e-02
2.484038500000002289e-07,2.826746079999999800e-02
2.485038500000004481e-07,2.593361959999999911e-02
2.486038500000002439e-07,2.465458439999999862e-02
2.487038500000000396e-07,1.797149279999999891e-02
2.488038500000002589e-07,1.623736519999999933e-02
2.489038500000000547e-07,5.112147199999999246e-03
2.490038500000002739e-07,3.031724799999999803e-03
2.491038500000000697e-07,1.256466400000000056e-03
2.492038500000002890e-07,3.228091199999999841e-03
2.493038500000000847e-07,2.713292799999999800e-03
2.494038500000003040e-07,2.982633199999999794e-03
2.495038500000000997e-07,1.622675079999999839e-02
2.496038500000003190e-07,1.640321519999999797e-02
2.497038500000001148e-07,2.144638199999999648e-02
2.498038500000003340e-07,2.492525159999999657e-02
2.499038500000001298e-07,2.924133199999999835e-02
2.500038500000003491e-07,2.183380759999999782e-02
2.501038500000001448e-07,2.089045279999999713e-02
2.502038500000003641e-07,2.515478799999999737e-02
2.503038500000001599e-07,1.758008679999999851e-02
2.504038500000003791e-07,1.630237839999999772e-02
2.505038500000001749e-07,7.648988800000000067e-03
2.506038500000003941e-07,8.571114799999999742e-03
2.507038500000001899e-07,3.419150399999999843e-03
2.508038500000004092e-07,9.804919999999999088e-04
2.509038500000002049e-07,1.080002000000000045e-03
2.510038500000004242e-07,9.751847999999998726e-04
2.511038500000002200e-07,4.292184799999999509e-03
2.512038500000004392e-07,5.888325199999999010e-03
2.513038500000002350e-07,2.441298800000000005e-03
2.514038500000000307e-07,1.451505999999999977e-03
2.515038500000002500e-07,3.558464399999999601e-03
2.516038500000000458e-07,1.914559199999999774e-03
2.517038500000002650e-07,2.069794800000000073e-03
2.518038500000000608e-07,1.272387999999999948e-03
2.519038500000002801e-07,1.025603200000000000e-03
2.520038500000000758e-07,-1.945101999999999986e-03
2.521038500000002951e-07,5.384141199999999475e-03
2.522038500000000908e-07,1.093269999999999919e-03
2.523038500000003101e-07,2.331174399999999796e-03
2.524038500000001059e-07,2.132154399999999957e-03
2.525038500000003251e-07,9.141519999999998900e-04
2.526038500000001209e-07,1.180838799999999866e-03
2.527038500000003402e-07,1.306884799999999966e-03
2.528038500000001359e-07,-1.127793200000000049e-03
2.529038500000003552e-07,-1.536447600000000017e-03
2.530038500000001509e-07,-2.003600000000000129e-04
2.531038500000003702e-07,3.197574799999999742e-03
2.532038500000001660e-07,-9.898059999999999758e-04
2.533038500000003852e-07,-3.285170000000000017e-03
2.534038500000001810e-07,9.459951999999998903e-04
2.535038500000004003e-07,7.761766799999999210e-03
2.536038500000001960e-07,1.134014640000000074e-02
2.537038500000004153e-07,2.434809359999999881e-02
2.538038500000002110e-07,2.707599439999999746e-02
2.539038500000004303e-07,2.783625079999999669e-02
2.540038500000002261e-07,2.274001199999999695e-02
2.541038500000004453e-07,2.705476559999999905e-02
2.542038500000002411e-07,2.509640879999999741e-02
2.543038500000000369e-07,3.076847879999999869e-02
2.544038500000002561e-07,2.191872279999999840e-02
2.545038500000000519e-07,2.348832719999999902e-02
2.546038500000002711e-07,2.443300879999999939e-02
2.547038500000000669e-07,2.792514639999999632e-02
2.548038500000002862e-07,2.744882519999999881e-02
2.549038500000000819e-07,2.623082279999999766e-02
2.550038500000003012e-07,2.706007279999999779e-02
2.551038500000000970e-07,2.984502599999999672e-02
2.552038500000003162e-07,2.745811279999999660e-02
2.553038500000001120e-07,2.606895319999999808e-02
2.554038500000003313e-07,3.151944760000000012e-02
2.555038500000001270e-07,2.930634519999999674e-02
2.556038500000003463e-07,2.609416239999999901e-02
2.557038500000001420e-07,2.175817999999999849e-02
2.558038500000003613e-07,2.803129039999999877e-02
2.559038500000001571e-07,2.440116559999999657e-02
2.560038500000003763e-07,1.814264999999999628e-02
2.561038500000001721e-07,8.561827200000000221e-03
2.562038500000003914e-07,1.336074399999999949e-03
2.563038500000001871e-07,3.328928000000000095e-03
2.564038500000004064e-07,2.554076800000000015e-03
2.565038500000002021e-07,2.281963999999999282e-04
2.566038500000004214e-07,1.862813999999999963e-03
2.567038500000002172e-07,5.047133999999999128e-03
2.568038500000004364e-07,3.639399200000000261e-03
2.569038500000002322e-07,-7.708840000000000007e-04
2.570038500000004515e-07,2.803515199999999982e-03
2.571038500000002472e-07,-7.005635999999999548e-04
2.572038500000000430e-07,1.037544399999999973e-03
2.573038500000002622e-07,3.433745199999999834e-03
2.574038500000000580e-07,3.267895199999999896e-03
2.575038500000002773e-07,2.912312800000000073e-03
2.576038500000000730e-07,1.421001480000000025e-02
2.577038500000002923e-07,2.620561359999999673e-02
2.578038500000000880e-07,1.928369799999999842e-02
2.579038500000003073e-07,2.642453559999999660e-02
2.580038500000001031e-07,2.290453519999999937e-02
2.581038500000003223e-07,2.739044599999999885e-02
2.582038500000001181e-07,2.919356719999999586e-02
2.583038500000003374e-07,2.442106759999999877e-02
2.584038500000001331e-07,2.585666519999999663e-02
2.585038500000003524e-07,2.341269959999999623e-02
2.586038500000001481e-07,2.592035159999999880e-02
2.587038500000003674e-07,2.421408679999999605e-02
2.588038500000001632e-07,2.724715159999999831e-02
2.589038500000003824e-07,3.076715199999999900e-02
2.590038500000001782e-07,2.482972199999999852e-02
2.591038500000003975e-07,2.866284719999999744e-02
2.592038500000001932e-07,2.771949239999999676e-02
2.593038500000004125e-07,2.961548959999999592e-02
2.594038500000002083e-07,2.695525559999999848e-02
2.595038500000004275e-07,2.859119999999999717e-02
2.596038500000002233e-07,2.479389839999999665e-02
2.597038500000004425e-07,2.903833159999999816e-02
2.598038500000002383e-07,2.713570039999999711e-02
2.599038500000000341e-07,2.669122239999999896e-02
2.600038500000002533e-07,2.435207399999999786e-02
2.601038500000000491e-07,1.084259639999999962e-02
2.602038500000002684e-07,2.380265999999999806e-03
2.603038500000000641e-07,3.843726400000000137e-03
2.604038500000002834e-07,7.487119199999998746e-03
2.605038500000000791e-07,1.974265199999999856e-03
2.606038500000002984e-07,2.656240399999999953e-03
2.607038500000000942e-07,4.565505599999999421e-03
2.608038500000003134e-07,1.854201679999999824e-02
2.609038500000001092e-07,2.204476879999999611e-02
2.610038500000003285e-07,2.215621999999999731e-02
2.611038500000001242e-07,2.880614159999999799e-02
2.612038500000003435e-07,2.656782999999999714e-02
2.613038500000001392e-07,2.956905159999999658e-02
2.614038500000003585e-07,2.586197239999999883e-02
2.615038500000001543e-07,2.546393239999999655e-02
2.616038500000003735e-07,1.691005279999999861e-02
2.617038500000001693e-07,9.184096399999999369e-03
2.618038500000003886e-07,7.223085999999999222e-03
2.619038500000001843e-07,5.997122799999999102e-03
2.620038500000004036e-07,1.512538799999999959e-03
2.621038500000001993e-07,1.942422000000000072e-03
2.622038500000004186e-07,-8.438580000000000646e-04
2.623038500000002144e-07,2.633684800000000124e-03
2.624038500000004336e-07,4.931702399999999750e-03
2.625038500000002294e-07,9.605899999999998815e-04
2.626038500000004487e-07,1.861487199999999845e-03
2.627038500000002444e-07,3.688490799999999837e-03
2.628038500000000402e-07,2.363017600000000013e-03
2.629038500000002594e-07,3.523967600000000016e-03
2.630038500000000552e-07,4.776347999999998946e-04
2.631038500000002745e-07,2.308499999999999463e-04
2.632038500000000702e-07,2.839338799999999684e-03
2.633038500000002895e-07,2.374958799999999769e-03
2.634038500000000852e-07,-1.004400799999999967e-03
2.635038500000003045e-07,-4.456734400000000526e-03
2.636038500000001003e-07,2.516926399999999762e-03
2.637038500000003195e-07,3.514679999999999627e-03
2.638038500000001153e-07,2.909659199999999838e-03
2.639038500000003346e-07,1.695637199999999907e-03
2.640038500000001303e-07,1.919866399999999810e-03
2.641038500000003496e-07,2.374839999999999915e-04
2.642038500000001454e-07,3.397921599999999698e-03
2.643038500000003646e-07,-2.884476399999999670e-03
2.644038500000001604e-07,1.211355199999999965e-03
2.645038500000003796e-07,3.022437199999999848e-03
2.646038500000001754e-07,1.516519199999999878e-03
2.647038500000003947e-07,3.587653999999999583e-03
2.648038500000001904e-07,5.304533199999999366e-03
2.649038500000004097e-07,3.969772399999999153e-03
2.650038500000002055e-07,-2.262207200000000088e-03
2.651038500000004247e-07,1.853526400000000008e-03
2.652038500000002205e-07,3.971099199999999704e-03
2.653038500000004398e-07,4.277589999999999518e-03
2.654038500000002355e-07,1.893330400000000063e-03
2.655038500000000313e-07,-7.430212000000000275e-04
2.656038500000002505e-07,1.778441399999999839e-02
2.657038500000000463e-07,1.812805519999999629e-02
2.658038500000002656e-07,2.372980479999999698e-02
2.659038500000000613e-07,2.683584359999999919e-02
2.660038500000002806e-07,2.733472039999999825e-02
2.661038500000000763e-07,2.570939039999999703e-02
2.662038500000002956e-07,2.866284719999999744e-02
2.663038500000000914e-07,2.408671399999999865e-02
2.664038500000003106e-07,1.489066319999999936e-02
2.665038500000001064e-07,1.133881959999999932e-02
2.666038500000003257e-07,4.197981999999999408e-03
2.667038500000001214e-07,5.445173999999999674e-03
2.668038500000003407e-07,1.596127199999999770e-03
2.669038500000001364e-07,6.660404000000000411e-04
2.670038500000003557e-07,-5.373672000000000344e-04
2.671038500000001515e-07,4.775139999999999767e-03
