Tiempo (s),Voltaje (V)
-2.088896149999999822e-06,8.252564000000000427e-04
-2.088796150000000027e-06,-1.178211599999999960e-03
-2.088696149999999807e-06,-1.081355200000000058e-03
-2.088596149999999588e-06,1.743401999999999799e-03
-2.088496149999999792e-06,7.934132000000000424e-04
-2.088396149999999997e-06,2.558057199999999934e-03
-2.088296149999999777e-06,-6.236091999999999720e-04
-2.088196149999999982e-06,4.025497999999999750e-03
-2.088096149999999762e-06,1.773918399999999899e-03
-2.087996149999999967e-06,9.221127999999999443e-04
-2.087896149999999747e-06,-8.637599999999999835e-04
-2.087796149999999952e-06,4.160831599999999589e-03
-2.087696149999999732e-06,-3.356817199999999855e-03
-2.087596149999999936e-06,1.727480400000000124e-03
-2.087496149999999717e-06,-1.511238399999999954e-03
-2.087396149999999921e-06,7.469752000000000509e-04
-2.087296149999999702e-06,1.527133599999999950e-03
-2.087196149999999906e-06,9.141519999999998900e-04
-2.087096149999999687e-06,-1.935814399999999814e-03
-2.086996149999999891e-06,-9.778648000000000028e-04
-2.086896150000000096e-06,-1.699643999999999938e-03
-2.086796149999999876e-06,-2.242424000000000132e-04
-2.086696149999999657e-06,1.769937999999999980e-03
-2.086596149999999861e-06,1.180838799999999866e-03
-2.086496150000000066e-06,-1.497970399999999863e-03
-2.086396149999999846e-06,-1.180984000000000482e-04
-2.086296149999999627e-06,8.703675999999999167e-04
-2.086196149999999831e-06,-1.695663599999999802e-03
-2.086096150000000036e-06,1.645218799999999780e-03
-2.085996149999999816e-06,-1.141061199999999923e-03
-2.085896149999999597e-06,1.359956799999999895e-03
-2.085796149999999801e-06,1.837604799999999899e-03
-2.085696150000000005e-06,3.701639999999999206e-04
-2.085596149999999786e-06,5.214192000000000306e-04
-2.085496149999999990e-06,1.746055600000000034e-03
-2.085396149999999771e-06,-1.050838799999999958e-03
-2.085296149999999975e-06,2.202355999999999823e-04
-2.085196149999999756e-06,1.424970000000000013e-03
-2.085096149999999960e-06,5.267263999999998499e-04
-2.084996149999999741e-06,3.571732399999999908e-03
-2.084896149999999945e-06,-4.099944000000000331e-04
-2.084796149999999726e-06,1.344035200000000003e-03
-2.084696149999999930e-06,-1.955716399999999841e-03
-2.084596149999999711e-06,-7.298720000000001162e-05
-2.084496149999999915e-06,-3.834584000000000148e-04
-2.084396149999999696e-06,-5.625763999999999895e-04
-2.084296149999999900e-06,2.117559599999999966e-03
-2.084196150000000105e-06,-3.862327999999999942e-03
-2.084096149999999885e-06,-2.296704000000000107e-03
-2.083996149999999666e-06,1.872101599999999918e-03
-2.083896149999999870e-06,-4.471448000000000154e-04
-2.083796150000000075e-06,1.344035200000000003e-03
-2.083696149999999855e-06,1.856179999999999809e-03
-2.083596149999999636e-06,-1.543081599999999954e-03
-2.083496149999999840e-06,-3.573085599999999921e-03
-2.083396150000000044e-06,1.976799999999999369e-04
-2.083296149999999825e-06,1.988879999999997126e-05
-2.083196149999999606e-06,9.897796000000000805e-04
-2.083096149999999810e-06,3.847587999999999117e-04
-2.082996150000000014e-06,2.710639199999999999e-03
-2.082896149999999795e-06,1.394453599999999913e-03
-2.082796149999999999e-06,-2.839484000000000409e-04
-2.082696149999999780e-06,1.639911599999999744e-03
-2.082596149999999984e-06,-9.539824000000000567e-04
-2.082496149999999765e-06,-7.111780000000000272e-04
-2.082396149999999969e-06,-2.401521199999999846e-03
-2.082296149999999750e-06,-4.292211199999999838e-03
-2.082196149999999954e-06,-9.062175999999999478e-04
-2.082096149999999735e-06,2.303311599999999931e-03
-2.081996149999999939e-06,-1.170250799999999905e-03
-2.081896149999999720e-06,4.440786399999999655e-03
-2.081796149999999924e-06,-1.130446800000000068e-03
-2.081696149999999705e-06,-7.033360000000004773e-05
-2.081596149999999909e-06,-1.407747999999999899e-03
-2.081496149999999690e-06,-2.085742800000000077e-03
-2.081396149999999894e-06,-1.430303599999999944e-03
-2.081296149999999675e-06,1.050812400000000063e-03
-2.081196149999999879e-06,-3.372738799999999964e-03
-2.081096150000000083e-06,1.590839999999994411e-05
-2.080996149999999864e-06,-1.434283999999999863e-03
-2.080896149999999645e-06,-2.295377199999999989e-03
-2.080796149999999849e-06,2.706540000000000009e-04
-2.080696150000000053e-06,-3.441732400000000001e-03
-2.080596149999999834e-06,1.844119999999999549e-04
-2.080496149999999615e-06,-1.971637999999999950e-03
-2.080396149999999819e-06,-8.758200000000000273e-05
-2.080296150000000023e-06,-1.061453200000000031e-03
-2.080196149999999804e-06,2.250239600000000003e-03
-2.080096149999999585e-06,-1.195459999999999969e-03
-2.079996149999999789e-06,4.825558399999999026e-03
-2.079896149999999993e-06,5.108047999999999582e-04
-2.079796149999999774e-06,1.180719999999999361e-04
-2.079696149999999978e-06,-3.241385600000000044e-03
-2.079596149999999759e-06,2.388108000000000006e-04
-2.079496149999999963e-06,2.783613199999999954e-03
-2.079396149999999744e-06,3.993535999999999028e-04
-2.079296149999999948e-06,1.462120400000000049e-03
-2.079196149999999729e-06,4.564059999999999667e-04
-2.079096149999999933e-06,-6.673936000000000538e-04
-2.078996149999999714e-06,5.823311999999999759e-03
-2.078896149999999918e-06,-2.599214400000000001e-03
-2.078796149999999699e-06,-2.550122799999999992e-03
-2.078696149999999903e-06,1.535094400000000005e-03
-2.078596149999999684e-06,-4.596048400000000284e-03
-2.078496149999999888e-06,3.014476400000000011e-03
-2.078396150000000092e-06,1.560303600000000068e-03
-2.078296149999999873e-06,1.427623600000000031e-03
-2.078196149999999654e-06,-1.516545599999999990e-03
-2.078096149999999858e-06,1.300250800000000029e-03
-2.077996150000000062e-06,8.451584000000000700e-04
-2.077896149999999843e-06,1.499270799999999869e-03
-2.077796149999999624e-06,-3.423157199999999657e-03
-2.077696149999999828e-06,-4.073408000000000150e-04
-2.077596150000000032e-06,-1.515218799999999873e-03
-2.077496149999999813e-06,3.293104399999999959e-03
-2.077396149999999594e-06,-8.120148000000000643e-04
-2.077296149999999798e-06,-3.405908799999999865e-03
-2.077196150000000002e-06,-4.219356000000000061e-04
-2.077096149999999783e-06,2.384246399999999724e-03
-2.076996149999999987e-06,7.390143999999999967e-04
-2.076896149999999768e-06,-3.214849599999999863e-03
-2.076796149999999972e-06,4.345256799999999003e-03
-2.076696149999999753e-06,7.575895999999999065e-04
-2.076596149999999957e-06,-7.974200000000000732e-04
-2.076496149999999738e-06,9.035376000000000345e-04
-2.076396149999999942e-06,7.376876000000000960e-04
-2.076296149999999723e-06,1.127766799999999937e-03
-2.076196149999999927e-06,5.519355999999999134e-04
-2.076096149999999708e-06,-2.368351199999999945e-03
-2.075996149999999912e-06,-2.885803199999999787e-03
-2.075896149999999693e-06,1.830851999999999458e-04
-2.075796149999999897e-06,-7.032171999999999729e-04
-2.075696150000000101e-06,-2.859267200000000040e-03
-2.075596149999999882e-06,2.091023599999999785e-03
-2.075496149999999663e-06,-1.918565999999999805e-03
-2.075396149999999867e-06,-9.433679999999999843e-04
-2.075296150000000071e-06,-1.592173199999999964e-03
-2.075196149999999852e-06,9.446683999999999897e-04
-2.075096149999999633e-06,-2.439998399999999783e-03
-2.074996149999999837e-06,2.308618799999999967e-03
-2.074896150000000041e-06,-1.021649199999999976e-03
-2.074796149999999822e-06,-1.682395599999999929e-03
-2.074696149999999603e-06,2.392207199999999995e-03
-2.074596149999999807e-06,-2.892556000000000229e-04
-2.074496150000000011e-06,3.295757999999999761e-03
-2.074396149999999792e-06,-2.160043600000000150e-03
-2.074296149999999996e-06,-1.833650799999999876e-03
-2.074196149999999777e-06,-3.988374000000000259e-03
-2.074096149999999981e-06,-2.149548000000000311e-04
-2.073996149999999762e-06,4.130315199999999055e-03
-2.073896149999999966e-06,-1.109217999999999923e-03
-2.073796149999999747e-06,1.635931199999999825e-03
-2.073696149999999951e-06,2.839219999999999830e-04
-2.073596149999999732e-06,-3.368758400000000045e-03
-2.073496149999999936e-06,-1.022976000000000094e-03
-2.073396149999999717e-06,-2.400194399999999728e-03
-2.073296149999999921e-06,5.691839999999999226e-04
-2.073196149999999702e-06,-2.742508799999999677e-03
-2.073096149999999906e-06,5.417311199999999376e-03
-2.072996149999999687e-06,-1.463473599999999845e-03
-2.072896149999999891e-06,-2.733221199999999722e-03
-2.072796149999999672e-06,1.658486800000000087e-03
-2.072696149999999876e-06,-2.244958799999999862e-03
-2.072596150000000080e-06,7.111515999999999151e-04
-2.072496149999999861e-06,-1.917239199999999904e-03
-2.072396149999999642e-06,2.694717599999999890e-03
-2.072296149999999846e-06,1.288309600000000056e-03
-2.072196150000000050e-06,3.648567999999999928e-04
-2.072096149999999831e-06,-1.383865599999999953e-03
-2.071996149999999611e-06,1.958343599999999747e-03
-2.071896149999999816e-06,3.983040399999999460e-03
-2.071796150000000020e-06,1.826990399999999827e-03
-2.071696149999999801e-06,-4.657199999999999795e-04
-2.071596149999999581e-06,-1.446225199999999836e-03
-2.071496149999999786e-06,-3.428464399999999693e-03
-2.071396149999999990e-06,-9.088711999999999659e-04
-2.071296149999999771e-06,6.103148000000000947e-04
-2.071196149999999975e-06,1.042851600000000009e-03
-2.071096149999999756e-06,-2.271494800000000043e-03
-2.070996149999999960e-06,-1.779251999999999830e-03
-2.070896149999999741e-06,5.957200000000001036e-04
-2.070796149999999945e-06,-1.359983200000000007e-03
-2.070696149999999726e-06,-7.907859999999999195e-04
-2.070596149999999930e-06,2.799534800000000063e-03
-2.070496149999999711e-06,-2.812948000000000228e-04
-2.070396149999999915e-06,-2.434691199999999747e-03
-2.070296149999999696e-06,-1.393272000000000304e-04
-2.070196149999999900e-06,-7.562892000000000095e-04
-2.070096149999999681e-06,1.090616399999999901e-03
-2.069996149999999885e-06,4.878630399999999388e-03
-2.069896150000000089e-06,-1.026956400000000012e-03
-2.069796149999999870e-06,-1.539220000000000215e-04
-2.069696149999999650e-06,-5.519620000000000255e-04
-2.069596149999999855e-06,5.121315999999998588e-04
-2.069496150000000059e-06,-2.678822399999999677e-03
-2.069396149999999840e-06,-1.897456000000000218e-04
-2.069296149999999620e-06,-1.617382399999999811e-03
-2.069196149999999825e-06,-1.739447999999999992e-03
-2.069096150000000029e-06,7.428759999999996278e-05
-2.068996149999999810e-06,1.707578400000000097e-03
-2.068896149999999590e-06,-1.196786800000000086e-03
-2.068796149999999795e-06,-6.673936000000000538e-04
-2.068696149999999999e-06,-6.501452000000000446e-04
-2.068596149999999780e-06,-2.822116799999999787e-03
-2.068496149999999984e-06,-4.444911999999999973e-04
-2.068396149999999765e-06,1.925173599999999846e-03
-2.068296149999999969e-06,2.258200399999999840e-03
-2.068196149999999750e-06,2.336481599999999832e-03
-2.068096149999999954e-06,-3.688636000000000237e-04
-2.067996149999999734e-06,1.050812400000000063e-03
-2.067896149999999939e-06,-1.297623599999999907e-03
-2.067796149999999719e-06,-1.598807199999999901e-03
-2.067696149999999924e-06,2.733075999999999106e-04
-2.067596149999999704e-06,3.549176800000000079e-03
-2.067496149999999909e-06,2.918827999999999289e-04
-2.067396149999999689e-06,1.314845600000000021e-03
-2.067296149999999894e-06,-8.969299999999999929e-04
-2.067196150000000098e-06,-1.776598399999999812e-03
-2.067096149999999879e-06,-6.527988000000000627e-04
-2.066996149999999659e-06,-7.735376000000000188e-04
-2.066896149999999864e-06,-8.478383999999999834e-04
-2.066796150000000068e-06,2.178592399999999731e-03
-2.066696149999999849e-06,6.806352000000000322e-04
-2.066596149999999629e-06,4.816151999999999218e-04
-2.066496149999999834e-06,7.628967999999999427e-04
-2.066396150000000038e-06,-8.982567999999998935e-04
-2.066296149999999819e-06,1.060100000000000018e-03
-2.066196149999999599e-06,-1.884188000000000128e-04
-2.066096149999999804e-06,1.795147200000000044e-03
-2.065996150000000008e-06,-2.871208399999999796e-03
-2.065896149999999788e-06,1.056119599999999882e-03
-2.065796149999999993e-06,5.997004000000000223e-04
-2.065696149999999773e-06,1.703597999999999744e-03
-2.065596149999999978e-06,-9.884792000000000751e-04
-2.065496149999999758e-06,2.345769199999999787e-03
-2.065396149999999963e-06,-8.597795999999999564e-04
-2.065296149999999743e-06,1.178185200000000064e-03
-2.065196149999999948e-06,-4.158204399999999683e-03
-2.065096149999999728e-06,3.542423999999999205e-04
-2.064996149999999933e-06,5.121315999999998588e-04
-2.064896149999999713e-06,-1.211381600000000077e-03
-2.064796149999999918e-06,-1.868147599999999894e-03
-2.064696149999999698e-06,1.844238800000000053e-03
-2.064596149999999903e-06,1.954363199999999828e-03
-2.064496150000000107e-06,-5.984000000000000170e-04
-2.064396149999999888e-06,-3.707092399999999642e-03
-2.064296149999999668e-06,1.052139199999999964e-03
-2.064196149999999873e-06,8.265831999999999433e-04
-2.064096150000000077e-06,-4.297518400000000308e-03
-2.063996149999999858e-06,-3.457653999999999676e-03
-2.063896149999999638e-06,1.243198399999999966e-03
-2.063796149999999842e-06,3.091311999999999381e-04
-2.063696150000000047e-06,4.410269999999999121e-03
-2.063596149999999827e-06,2.175819999999999642e-04
-2.063496149999999608e-06,2.733194799999999827e-03
-2.063396149999999812e-06,1.803107999999999881e-03
-2.063296150000000017e-06,3.713719999999998047e-05
-2.063196149999999797e-06,-8.690672000000000197e-04
-2.063096150000000002e-06,-3.051653199999999726e-03
-2.062996149999999782e-06,9.579364000000000802e-04
-2.062896149999999987e-06,-1.348042000000000034e-03
-2.062796149999999767e-06,1.111845200000000046e-03
-2.062696149999999972e-06,-3.437751999999999648e-03
-2.062596149999999752e-06,3.383207999999999203e-04
-2.062496149999999957e-06,9.022107999999999170e-04
-2.062396149999999737e-06,2.855260399999999792e-03
-2.062296149999999942e-06,-4.367838800000000028e-03
-2.062196149999999722e-06,3.200228399999999977e-03
-2.062096149999999927e-06,-5.904391999999999627e-04
-2.061996149999999707e-06,9.990672000000000354e-04
-2.061896149999999911e-06,2.905678799999999919e-03
-2.061796149999999692e-06,-3.303745199999999927e-03
-2.061696149999999896e-06,-2.035324399999999950e-03
-2.061596149999999677e-06,3.624804400000000270e-03
-2.061496149999999881e-06,-1.240571200000000060e-03
-2.061396150000000086e-06,-2.290069999999999953e-03
-2.061296149999999866e-06,-1.982252400000000022e-03
-2.061196149999999647e-06,2.043258799999999892e-03
-2.061096149999999851e-06,-3.537261999999999785e-03
-2.060996150000000056e-06,7.934132000000000424e-04
-2.060896149999999836e-06,3.003861999999999938e-03
-2.060796149999999617e-06,-2.211788799999999961e-03
-2.060696149999999821e-06,2.555403599999999699e-03
-2.060596150000000026e-06,-7.868056000000000008e-04
-2.060496149999999806e-06,-1.256492799999999951e-03
-2.060396149999999587e-06,-3.266594799999999674e-03
-2.060296149999999791e-06,-1.844265199999999948e-03
-2.060196149999999996e-06,1.804434799999999998e-03
-2.060096149999999776e-06,-3.026443999999999662e-03
-2.059996149999999981e-06,8.186223999999998890e-04
-2.059896149999999761e-06,-1.693010000000000001e-03
-2.059796149999999965e-06,2.361571999999999825e-04
-2.059696149999999746e-06,-2.283435999999999799e-03
-2.059596149999999950e-06,1.341381599999999985e-03
-2.059496149999999731e-06,-8.690672000000000197e-04
-2.059396149999999935e-06,2.937521999999999703e-03
-2.059296149999999716e-06,-4.268328800000000325e-03
-2.059196149999999920e-06,-1.901317599999999795e-03
-2.059096149999999701e-06,-1.101376000000000481e-04
-2.058996149999999905e-06,-3.713726399999999796e-03
-2.058896149999999686e-06,4.903839599999999452e-03
-2.058796149999999890e-06,-3.253326799999999800e-03
-2.058696150000000095e-06,4.484451999999999124e-04
-2.058596149999999875e-06,-1.168924000000000005e-03
-2.058496149999999656e-06,1.804315999999999277e-04
-2.058396149999999860e-06,-1.787212799999999885e-03
-2.058296150000000065e-06,-3.741708000000000056e-04
-2.058196149999999845e-06,2.327193999999999877e-03
-2.058096149999999626e-06,3.139195599999999777e-03
-2.057996149999999830e-06,-3.289150399999999936e-03
-2.057896150000000034e-06,-1.726160000000001105e-05
-2.057796149999999815e-06,-1.115852000000000076e-03
-2.057696149999999596e-06,-2.891110399999999823e-03
-2.057596149999999800e-06,6.540992000000000681e-04
-2.057496150000000004e-06,3.940463999999999751e-04
-2.057396149999999785e-06,-5.784979999999999897e-04
-2.057296149999999989e-06,2.080409200000000146e-03
-2.057196149999999770e-06,-1.772617999999999893e-03
-2.057096149999999974e-06,-5.718640000000000528e-04
-2.056996149999999755e-06,-2.738528399999999759e-03
-2.056896149999999959e-06,6.022331999999999165e-03
-2.056796149999999740e-06,-5.426744000000000706e-04
-2.056696149999999944e-06,-1.142388000000000041e-03
-2.056596149999999725e-06,-1.846918799999999966e-03
-2.056496149999999929e-06,2.096211999999999099e-04
-2.056396149999999710e-06,2.209108799999999831e-03
-2.056296149999999914e-06,-1.448878799999999854e-03
-2.056196149999999695e-06,1.431603999999999949e-03
-2.056096149999999899e-06,-2.176084000000000221e-04
-2.055996150000000104e-06,1.240544799999999948e-03
-2.055896149999999884e-06,2.325867199999999760e-03
-2.055796149999999665e-06,1.223296399999999938e-03
-2.055696149999999869e-06,2.774325599999999999e-03
-2.055596150000000073e-06,2.580612799999999762e-03
-2.055496149999999854e-06,-6.183020000000000443e-04
-2.055396149999999635e-06,-5.718640000000000528e-04
-2.055296149999999839e-06,4.311967999999999032e-04
-2.055196150000000043e-06,-2.186579599999999898e-03
-2.055096149999999824e-06,-1.991539999999999977e-03
-2.054996149999999605e-06,-1.428976799999999827e-03
-2.054896149999999809e-06,-1.533793999999999999e-03
-2.054796150000000013e-06,-5.572692000000000617e-04
-2.054696149999999794e-06,3.332908400000000014e-03
-2.054596149999999998e-06,4.509799999999998055e-05
-2.054496149999999779e-06,-1.581558799999999891e-03
-2.054396149999999983e-06,-8.624331999999999745e-04
-2.054296149999999764e-06,-1.241897999999999960e-03
-2.054196149999999968e-06,-3.121973599999999880e-03
-2.054096149999999749e-06,-2.361836000000000133e-04
-2.053996149999999953e-06,-2.438671599999999665e-03
-2.053896149999999734e-06,7.163399999999994468e-05
-2.053796149999999938e-06,-1.536447600000000017e-03
-2.053696149999999719e-06,-1.171577600000000023e-03
-2.053596149999999923e-06,-2.964084399999999779e-03
-2.053496149999999704e-06,-3.303864000000000323e-04
-2.053396149999999908e-06,-1.424996399999999908e-03
-2.053296149999999689e-06,8.504655999999998894e-04
-2.053196149999999893e-06,1.139707999999999910e-03
-2.053096149999999674e-06,2.702678399999999728e-03
-2.052996149999999878e-06,4.192555999999999302e-04
-2.052896150000000082e-06,-2.641671999999999857e-03
-2.052796149999999863e-06,-7.032171999999999729e-04
-2.052696149999999644e-06,3.237259999999999292e-04
-2.052596149999999848e-06,-3.583680000000002931e-05
-2.052496150000000052e-06,2.952116799999999694e-03
-2.052396149999999833e-06,1.431603999999999949e-03
-2.052296149999999614e-06,-2.600659999999999864e-04
-2.052196149999999818e-06,2.608475600000000061e-03
-2.052096150000000022e-06,3.370058799999999834e-03
-2.051996149999999803e-06,2.439971999999999887e-03
-2.051896149999999584e-06,-2.011442000000000004e-03
-2.051796149999999788e-06,1.115825599999999964e-03
-2.051696149999999992e-06,-2.229156000000000312e-04
-2.051596149999999773e-06,1.681042399999999916e-03
-2.051496149999999977e-06,-4.814970400000000150e-03
-2.051396149999999758e-06,1.864140800000000080e-03
-2.051296149999999962e-06,2.825951999999999739e-04
-2.051196149999999743e-06,3.111332799999999912e-03
-2.051096149999999947e-06,-2.177291999999999943e-03
-2.050996149999999728e-06,2.706658800000000080e-03
-2.050896149999999932e-06,7.297268000000000417e-04
-2.050796149999999713e-06,-1.225976400000000069e-03
-2.050696149999999917e-06,-9.632700000000000116e-04
-2.050596149999999698e-06,-2.903051600000000013e-03
-2.050496149999999902e-06,2.113579200000000047e-03
-2.050396149999999683e-06,-9.486752000000000205e-04
-2.050296149999999887e-06,-4.146263199999999927e-03
-2.050196150000000091e-06,4.302799199999999581e-03
-2.050096149999999872e-06,-5.215664000000000064e-03
-2.049996149999999653e-06,-2.003600000000000129e-04
-2.049896149999999857e-06,-1.791312000000000308e-04
-2.049796150000000061e-06,-3.915400000000000304e-03
-2.049696149999999842e-06,-2.693536000000000498e-04
-2.049596149999999623e-06,6.673671999999999417e-04
-2.049496149999999827e-06,-1.604114399999999937e-03
-2.049396150000000031e-06,3.660627999999999539e-03
-2.049296149999999812e-06,2.619089999999999700e-03
-2.049196149999999593e-06,1.972938399999999738e-03
-2.049096149999999797e-06,-3.258633999999999836e-03
-2.048996150000000001e-06,9.950867999999998999e-04
-2.048896149999999782e-06,-3.317132000000000414e-04
-2.048796149999999986e-06,3.320967199999999824e-03
-2.048696149999999767e-06,1.005701199999999972e-03
-2.048596149999999971e-06,2.154709999999999785e-03
-2.048496149999999752e-06,-2.179945600000000178e-03
-2.048396149999999956e-06,1.240544799999999948e-03
-2.048296149999999737e-06,-5.692104000000000347e-04
-2.048196149999999941e-06,-2.574124000000000225e-04
-2.048096149999999722e-06,-4.025524400000000079e-03
-2.047996149999999926e-06,1.017642399999999945e-03
-2.047896149999999707e-06,-6.023804000000000441e-04
-2.047796149999999911e-06,2.400167999999999833e-03
-2.047696149999999692e-06,-2.315279200000000016e-03
-2.047596149999999896e-06,2.872508800000000018e-03
-2.047496150000000100e-06,1.252485999999999921e-03
-2.047396149999999881e-06,7.031908000000000776e-04
-2.047296149999999662e-06,-2.449285999999999738e-03
-2.047196149999999866e-06,4.032131999999999036e-03
-2.047096150000000070e-06,8.915964000000000615e-04
-2.046996149999999851e-06,-1.394480000000000025e-03
-2.046896149999999632e-06,4.763079999999999940e-04
-2.046796149999999836e-06,3.332908400000000014e-03
-2.046696150000000040e-06,-7.615963999999999373e-04
-2.046596149999999821e-06,-5.546156000000000436e-04
-2.046496149999999602e-06,1.095923599999999937e-03
-2.046396149999999806e-06,-2.287416400000000152e-03
-2.046296150000000010e-06,-1.580231999999999991e-03
-2.046196149999999791e-06,3.431091600000000033e-03
-2.046096149999999995e-06,-1.925199999999999958e-03
-2.045996149999999776e-06,-7.018904000000000722e-04
-2.045896149999999980e-06,-2.322032000000000132e-04
-2.045796149999999761e-06,-5.002167999999999979e-04
-2.045696149999999965e-06,1.646545599999999897e-03
-2.045596149999999746e-06,1.910460000000000001e-04
-2.045496149999999950e-06,-3.303864000000000323e-04
-2.045396149999999731e-06,-3.716360000000003836e-05
-2.045296149999999935e-06,-3.087476799999999862e-03
-2.045196149999999716e-06,-5.705372000000000438e-04
-2.045096149999999920e-06,1.463447199999999950e-03
-2.044996149999999701e-06,1.332094000000000030e-03
-2.044896149999999905e-06,-1.593480000000005621e-05
-2.044796149999999686e-06,2.697371199999999691e-03
-2.044696149999999890e-06,-9.805184000000000209e-04
-2.044596149999999671e-06,-3.091575999999999960e-04
-2.044496149999999875e-06,-9.805184000000000209e-04
-2.044396150000000079e-06,-4.471448000000000154e-04
-2.044296149999999860e-06,1.094596800000000036e-03
-2.044196149999999640e-06,7.761648000000000332e-04
-2.044096149999999845e-06,1.728807199999999808e-03
-2.043996150000000049e-06,-2.603194799999999920e-03
-2.043896149999999830e-06,1.130420399999999955e-03
-2.043796149999999610e-06,2.254239999999998936e-05
-2.043696149999999815e-06,1.923728000000000092e-04
-2.043596150000000019e-06,3.608763999999999657e-04
-2.043496149999999800e-06,2.709312399999999881e-03
-2.043396149999999580e-06,1.390473199999999994e-03
-2.043296149999999785e-06,-1.313545200000000015e-03
-2.043196149999999989e-06,-1.681068799999999811e-03
-2.043096149999999770e-06,-6.634132000000000267e-04
-2.042996149999999974e-06,-1.200767200000000005e-03
-2.042896149999999755e-06,1.800454400000000080e-03
-2.042796149999999959e-06,-4.126361200000000333e-03
-2.042696149999999740e-06,1.901291199999999900e-03
-2.042596149999999944e-06,7.310535999999999424e-04
-2.042496149999999725e-06,-1.422342799999999890e-03
-2.042396149999999929e-06,-1.391826400000000007e-03
-2.042296149999999710e-06,2.534055999999999917e-04
-2.042196149999999914e-06,3.108679199999999677e-03
-2.042096149999999694e-06,3.374039199999999752e-03
-2.041996149999999899e-06,-1.580231999999999991e-03
-2.041896149999999679e-06,4.044073199999999660e-03
-2.041796149999999884e-06,1.309538399999999984e-03
-2.041696150000000088e-06,-1.574924799999999955e-03
-2.041596149999999869e-06,3.462815999999999746e-04
-2.041496149999999649e-06,-2.282228000000000132e-04
-2.041396149999999854e-06,1.820356400000000107e-03
-2.041296150000000058e-06,1.062753600000000036e-03
-2.041196149999999839e-06,9.061912000000000526e-04
-2.041096149999999619e-06,4.789615999999999037e-04
-2.040996149999999824e-06,3.533255199999999537e-03
-2.040896150000000028e-06,7.005372000000000595e-04
-2.040796149999999809e-06,-1.430303599999999944e-03
-2.040696149999999589e-06,4.311967999999999032e-04
-2.040596149999999794e-06,-1.141061199999999923e-03
-2.040496149999999998e-06,2.031317600000000136e-03
-2.040396149999999779e-06,-2.309971999999999980e-03
-2.040296149999999983e-06,-3.993600000000028984e-06
-2.040196149999999763e-06,2.681449600000000016e-03
-2.040096149999999968e-06,-1.328120000000003811e-05
-2.039996149999999748e-06,-5.201188000000000252e-04
-2.039896149999999953e-06,2.952116799999999694e-03
-2.039796149999999733e-06,2.841992399999999919e-03
-2.039696149999999938e-06,1.921193199999999927e-03
-2.039596149999999718e-06,-9.088711999999999659e-04
-2.039496149999999923e-06,-9.048908000000000472e-04
-2.039396149999999703e-06,-3.448366399999999721e-03
-2.039296149999999908e-06,-5.573880000000005662e-05
-2.039196149999999688e-06,3.529274799999999618e-03
-2.039096149999999893e-06,-1.758023199999999902e-03
-2.038996150000000097e-06,1.771264800000000098e-03
-2.038896149999999878e-06,1.322806399999999858e-03
-2.038796149999999658e-06,-2.091050000000000113e-03
-2.038696149999999863e-06,-9.155051999999999027e-04
-2.038596150000000067e-06,8.027007999999999973e-04
-2.038496149999999848e-06,-1.555022799999999927e-03
-2.038396149999999628e-06,1.050812400000000063e-03
-2.038296149999999833e-06,-9.898059999999999758e-04
-2.038196150000000037e-06,-5.161383999999999981e-04
-2.038096149999999817e-06,-2.587392000000000316e-04
-2.037996149999999598e-06,-9.539824000000000567e-04
-2.037896149999999802e-06,-7.907859999999999195e-04
-2.037796150000000007e-06,-2.773143999999999956e-04
-2.037696149999999787e-06,1.830851999999999458e-04
-2.037596149999999992e-06,-5.201188000000000252e-04
-2.037496149999999772e-06,-5.479815999999999984e-04
-2.037396149999999977e-06,-8.823352000000000018e-04
-2.037296149999999757e-06,-3.871615599999999897e-03
-2.037196149999999962e-06,4.744623599999999233e-03
-2.037096149999999742e-06,-2.260880399999999971e-03
-2.036996149999999947e-06,7.084979999999998970e-04
-2.036896149999999727e-06,2.189206799999999804e-03
-2.036796149999999932e-06,8.809819999999999891e-04
-2.036696149999999712e-06,3.571732399999999908e-03
-2.036596149999999917e-06,4.517740799999999529e-03
-2.036496149999999697e-06,-5.024604800000000496e-03
-2.036396149999999902e-06,-1.380004000000000213e-04
-2.036296150000000106e-06,2.370978399999999851e-03
-2.036196149999999886e-06,-5.360404000000000254e-04
-2.036096149999999667e-06,-4.809663200000000548e-03
-2.035996149999999871e-06,-4.426217999999999993e-03
-2.035896150000000076e-06,1.121132800000000001e-03
-2.035796149999999856e-06,3.967199999999971097e-06
-2.035696149999999637e-06,5.585695999999998503e-04
-2.035596149999999841e-06,-2.526240400000000046e-03
-2.035496150000000046e-06,7.934132000000000424e-04
-2.035396149999999826e-06,1.432811999999999996e-04
-2.035296149999999607e-06,3.360771199999999879e-03
-2.035196149999999811e-06,1.484675999999999878e-03
-2.035096150000000016e-06,-2.911012399999999851e-03
-2.034996149999999796e-06,-2.766391200000000057e-03
-2.034896150000000001e-06,6.753279999999999960e-04
-2.034796149999999781e-06,-1.170250799999999905e-03
-2.034696149999999986e-06,-3.184452000000000051e-04
-2.034596149999999766e-06,-3.700458399999999922e-03
-2.034496149999999971e-06,-3.423276000000000053e-04
-2.034396149999999751e-06,-3.436544000000000144e-04
-2.034296149999999956e-06,1.410375200000000022e-03
